BH-001	BH-002	BH-003	BH-004	BH-005	BH-006	BH-007	BH-008	CUC-001	CUC-002	CUC-003	CUC-004	CUC-005	CUC-006	CUC-007	CUC-008	FC-001	FC-002	FC-003	FC-004	FC-005	FC-006	FC-007	FC-008	FH-001	FH-002	FH-003	FH-004	FH-005	FH-006	FH-007	FH-008	FOC-001	FOC-002	FOC-003	HC-001	HC-002	HC-003	HC-004	HC-005	HC-006	HC-007	HC-008	HC-009	Hos-001	Hos-002	Hos-003	Hos-004	Hos-005	Hos-006	Hos-007	Hos-008	MLC-001	MLC-002	MLC-003	MLC-004	MLC-005	MLC-006	MLC-007	MLC-008	MLLH-001	MLLH-002	MLLH-003	MLLH-004	MLLH-005	MLLH-006	MLLH-007	MLLH-008	PLLC-001	PLLC-002	PLLC-003	PLLC-004	PLLC-005	PLLC-006	PLLC-007	PLLC-008	PWH-001	PWH-002	PWH-003	PWH-004	PWH-005	PWH-006	SCU-001	SCU-002	SCU-003	SCU-004	SCU-005	SCU-006	SCU-007	SCU-008	Kingdom	Phylum	Class	Order	Family	Genus
1	0	0	0	0	0	0	6	0	4	0	3	1	0	0	0	0	0	1	0	1	1	2	2	2	8	0	4	1	0	1	1	0	2	0	1620	4	3164	403	0	2427	6255	25	485	2	1	0	2	2	6	4	2	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	7	0	0	0	1	6	0	1	1201	1	0	0	0	0	1	0	0	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae_RC9_gut_group
216	406	166	100	620	559	121	49	62	201	96	15	11	62	58	20	268	3	2	0	3	1	71	123	51	180	64	164	134	1	6	151	185	302	262	2	0	1	1	92	3	0	1	1	0	229	106	91	2	80	99	273	213	104	876	277	1	49	8	57	66	25	0	456	34	114	94	37	84	61	2239	188	246	133	250	236	69	57	0	28	672	60	100	150	483	500	152	125	186	230	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
253	118	158	186	335	179	136	6	111	167	19	793	436	170	216	32	40	0	92	5	9	254	10	82	149	2395	105	35	83	115	64	79	474	562	201	0	0	0	2	66	1	7	179	0	14	61	11	70	0	130	24	263	101	27	257	29	2	2	0	15	92	86	130	855	137	59	66	101	46	141	60	2	69	22	40	41	11	45	2	173	1274	2	89	187	418	148	227	2	209	211	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia
127	118	148	54	314	92	70	39	163	221	284	1072	487	258	346	65	50	3	513	6	19	1178	10	14	198	1232	26	65	82	434	132	89	272	313	215	0	1	0	1	6	1	2	0	1	4	129	21	103	4	79	88	146	58	19	288	34	4	6	5	23	153	100	223	551	68	82	137	80	55	83	334	13	96	39	403	18	10	22	1	39	117	10	82	85	338	166	146	31	150	211	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia
0	0	176	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	128	342	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	434	0	0	0	0	0	1	0	0	0	0	0	0	0	2	11576	136	572	23	0	2	0	0	0	0	1	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	NA
0	0	239	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	146	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3149	109	5	473	0	0	0	0	0	0	0	52	0	3	0	2	0	0	97	0	0	0	0	0	661	0	8	0	0	0	0	0	0	0	0	0	1	1721	156	0	180	5700	688	0	0	0	0	0	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	NA
0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	379	1	7	0	2	4	0	21	2	15	0	2	31	1	0	0	0	0	0	0	1	0	0	8770	0	2	5	0	0	0	0	0	2	0	413	0	128	13	2	314	0	205	0	18	61	1	0	1	49	52	14	6	250	84	2135	31	33	85	0	78	0	0	1	0	1	1	67	0	0	0	0	0	0	1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae_UCG-001
13	18	5	5	60	32	28	463	60	30	447	2442	1449	15	78	17	5	49	2668	6	286	420	0	19	9	68	12	5	10	272	4	1	54	14	36	1	0	0	0	25	2	1	0	0	73	39	26	24	10	26	3	64	0	2	160	1	53	3	290	2	1	107	272	14	8	3	1	0	9	1	10	9	0	1	24	12	23	5	35	21	30	9	32	24	44	37	3	8	15	2043	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group
90	26	374	37	161	103	68	3	34	43	33	18	59	53	67	121	92	1	34	3	7	141	484	148	444	588	45	114	259	0	613	378	180	40	169	2	0	1	0	1	0	0	1	1	52	432	98	163	3	77	272	47	105	119	39	113	17	84	0	116	141	57	30	942	197	76	151	243	139	15	1233	43	171	212	51	336	16	385	5	63	590	323	65	77	78	53	14	71	24	8	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-005
37	72	160	17	72	332	29	30	158	101	90	169	69	72	156	161	93	3	73	8	28	11	148	205	117	944	40	81	135	37	39	237	107	55	22	0	1	1	0	71	1	0	3	1	54	61	88	51	11	30	134	219	99	54	224	244	6	89	18	107	97	104	192	664	51	78	81	47	95	82	1408	126	132	184	288	131	178	130	0	168	1867	171	27	62	301	104	26	20	41	49	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group
24	13	30	7	29	50	15	216	36	53	344	317	415	86	139	126	191	70	392	42	629	118	38	44	109	650	23	61	14	957	7	25	19	29	10	32	22	0	1	1543	14	0	0	3	405	182	67	28	10	32	76	30	149	19	180	54	11	172	56	71	7	12	35	95	86	30	22	5	37	62	1417	48	13	70	290	33	115	1	1	1	1074	178	7	16	54	19	13	27	22	214	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	NA
122	47	517	38	158	109	23	0	17	31	17	13	4	42	256	124	89	1	44	0	11	39	213	54	240	56	78	124	165	2	112	483	32	89	112	1	0	0	1	236	1	0	3	1	1	20	23	11	0	35	383	37	287	146	55	93	0	266	1	211	99	10	29	1241	212	88	145	39	139	51	1982	70	320	104	486	303	4	19	0	206	560	83	45	38	219	81	44	92	96	5	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae_RC9_gut_group
0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	2	430	305	244	129	0	6	27	4	50	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10795	1	1	0	0	0	0	0	0	0	1	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
42	30	240	14	67	54	22	48	65	58	74	64	70	50	212	326	133	8	82	3	6	39	191	72	49	523	7	63	96	61	128	45	58	34	114	1	0	0	0	603	1	1	1	1	44	179	46	31	16	32	218	84	175	67	79	225	33	236	15	220	138	99	372	737	100	171	156	67	142	56	934	111	272	118	245	145	3	64	1	31	1879	178	62	41	69	73	25	89	32	26	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-005
0	0	344	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	8	0	0	0	0	0	0	1	1	0	0	1	1	0	0	4716	0	792	553	0	0	0	0	1	0	2	18	0	0	0	0	0	0	46	0	0	14	4	0	1000	0	14	0	0	7	0	106	0	0	0	0	0	92	62	1	82	3576	130	0	0	0	0	0	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	NA
19	19	354	4	19	228	7	0	111	48	3	20	0	30	45	5	272	0	22	1	2	74	557	75	530	137	66	219	47	0	130	260	57	19	41	0	0	1	0	1740	0	1	1	3	3	196	16	16	10	12	216	32	220	77	22	178	0	146	0	143	195	4	51	1031	121	44	60	42	27	52	1635	49	128	93	132	151	1	510	1	4	34	200	62	23	214	77	11	39	24	20	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae_RC9_gut_group
16	127	248	10	3	26	6	0	2	2	2	2	3	0	0	0	16	0	0	0	0	0	4	3	582	4	0	0	0	0	17	34	0	1	3	0	3	0	0	5	1	0	1740	1	0	7	94	1	2	2	212	13	1	2	318	2	0	4	0	39	3	3	2	598	1	101	1	23	10	39	141	0	1	1	0	1	749	437	1	0	5482	0	2	16	0	20	17	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella
0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	1	5	0	0	0	0	0	0	0	0	0	0	1	966	598	608	63	0	532	1172	1605	1397	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	3892	0	2	0	0	0	0	0	0	0	0	1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
2	2	0	0	4	2	0	6	1	1	6	435	156	2	1	13	5	36	4243	138	31	202	3	1	15	40	0	44	0	101	0	3	0	0	0	0	0	0	0	30	0	2	0	2	0	3	0	15	604	1	4	2	6	3	6	5	687	0	525	2	0	70	3099	0	0	1	0	0	1	0	243	7	0	7	7	7	1	0	1	0	1	0	1	2	2	1	2	0	0	11	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014
253	192	677	130	244	338	253	0	71	23	2	36	17	15	113	181	27	1	29	1	3	24	227	98	6	43	53	44	93	3	72	159	135	251	131	1	0	0	0	165	0	2	114	1	2	67	94	55	3	67	107	319	41	28	119	113	1	32	1	35	23	2	18	2187	221	31	79	70	79	59	1061	58	178	35	22	103	17	167	0	55	203	28	47	97	301	109	157	27	40	1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
80	86	23	23	186	182	147	74	166	255	209	70	32	97	224	434	101	4	10	3	7	20	49	63	18	898	14	43	146	4	63	154	60	173	159	2	1	2	0	1527	0	0	0	3	253	109	43	96	14	57	71	154	67	37	214	80	8	23	15	123	71	101	71	41	42	60	53	34	43	21	143	236	131	101	601	166	576	82	2	48	30	21	55	45	115	154	34	37	81	301	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	NA
37	26	0	10	38	127	17	6	24	32	105	98	46	3	285	31	206	0	15	0	2	67	10	87	56	4164	17	101	17	0	210	379	22	23	0	0	0	0	0	101	0	1	1	0	1	125	62	58	2	33	118	76	80	43	130	98	0	148	0	288	213	75	48	0	83	144	33	29	179	13	413	91	43	126	294	103	0	0	3	1	3	0	19	32	83	32	85	92	95	632	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	NA
10	9	1	2	7	4	2	64	8	11	68	737	320	0	19	37	4	427	3033	309	546	1066	3	3	15	305	2	32	5	363	2	5	15	4	20	0	0	0	0	49	0	0	1	0	9	26	2	17	245	8	1	2	3	2	10	4	425	6	235	2	3	26	1485	11	3	3	5	12	5	12	122	7	3	6	20	9	0	0	0	9	6	5	8	10	15	5	2	27	6	54	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Saccharofermentans
15	0	3	4	21	12	4	3	7	7	19	34	6	3	10	9	6	1	2	0	0	1	4	382	131	2268	2	19	84	0	564	672	13	10	17	79	0	13	0	1316	140	365	66	15	1	9	8	45	1	2	365	9	460	65	25	107	0	97	3	186	235	974	167	11	10	38	13	8	9	1	30	26	5	108	72	192	7	79	137	151	118	6	4	21	25	42	17	14	26	44	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
14	24	0	14	50	18	86	0	15	37	8	21	2	11	50	400	13	0	1	1	0	9	740	123	5	132	109	325	8	1	8	1023	141	179	23	0	1	0	0	284	1	1	0	4	2	128	56	2	0	50	168	193	370	101	2	414	2	155	0	132	19	7	5	0	78	40	53	147	65	110	805	24	707	239	219	600	2	91	2	41	542	2	30	359	52	16	69	134	125	54	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae_UCG-003
112	85	108	40	259	228	32	36	71	108	115	70	35	119	113	75	88	1	6	1	0	19	26	51	110	744	26	143	71	0	91	155	54	121	69	1	0	5	0	4	1	2	0	0	0	177	86	40	1	40	127	71	82	73	197	250	1	47	9	92	68	213	37	215	33	101	357	44	57	13	1404	68	72	129	195	93	62	36	1	45	424	583	107	62	224	168	72	148	77	337	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
150	108	127	73	81	124	22	0	482	153	26	11	46	25	14	43	302	0	19	0	1	1	104	82	21	354	50	319	33	0	22	101	6	31	38	2	1	0	0	156	0	0	0	0	1	111	69	3	4	28	144	140	276	100	97	200	1	114	1	62	553	58	15	333	221	71	34	41	230	39	1718	166	73	126	167	214	15	0	1	1	154	2	157	102	450	134	78	39	143	37	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae_RC9_gut_group
25	22	103	13	31	103	60	165	103	35	29	307	164	34	94	80	23	33	631	69	11	254	35	19	31	240	14	12	16	34	35	13	34	24	72	25	26	22	45	439	5	6	33	7	102	67	62	76	14	36	83	122	33	7	93	86	32	60	95	66	11	39	213	512	26	15	13	16	19	3	209	19	33	16	50	56	421	110	2296	78	767	41	55	36	28	59	17	17	33	16	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea
9	21	681	6	17	72	1	0	30	64	6	3	15	59	58	5	25	0	143	0	0	21	198	94	69	186	29	177	33	0	316	491	35	48	14	0	0	0	0	11	0	0	1	1	0	86	57	36	0	38	54	67	81	56	24	104	0	115	0	99	104	7	39	1902	112	100	138	43	18	31	1173	21	38	61	18	76	11	92	0	6	1678	87	25	27	82	105	19	2	56	2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae_RC9_gut_group
122	299	77	5	29	68	33	0	15	13	2	0	0	6	0	0	50	4	1	0	0	10	12	26	1182	2	0	0	193	0	51	194	1	13	0	0	2	0	1	17	0	0	9	0	0	0	32	1	0	8	583	52	14	6	419	439	0	25	1	48	598	420	4	200	132	213	186	13	69	165	404	11	0	17	0	0	888	124	0	0	2076	0	36	41	83	67	15	0	0	1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella
116	97	732	103	155	206	87	0	32	19	0	12	2	8	90	135	82	0	54	1	0	28	188	71	6	51	51	13	35	5	93	253	72	153	74	1	0	0	0	173	1	0	3	0	0	18	74	44	1	23	30	177	57	64	72	139	0	102	1	55	38	3	44	2033	269	52	85	47	54	85	1063	23	274	39	37	101	8	120	1	128	779	42	9	67	178	47	46	6	40	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
6	34	0	5	8	33	0	0	0	4	325	0	4	53	150	16	157	0	8	2	0	2	41	0	129	4066	0	177	22	0	0	2	16	10	29	0	1	0	0	6	0	0	0	0	1	122	1	130	1	1	177	0	171	0	128	89	1	142	0	11	1	1	0	1	633	16	102	80	71	27	1167	18	8	14	1100	54	13	1	0	3	88	0	0	3	8	0	1	37	7	15	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Caproiciproducens
1	0	0	0	3	2	1	37	1	0	122	605	613	2	5	14	4	301	2689	162	576	475	5	3	53	285	0	13	1	286	4	3	14	4	9	0	0	0	1	121	2	0	0	0	39	10	2	3	679	0	4	4	7	0	9	5	446	3	610	3	3	79	1170	0	12	6	3	1	1	0	58	3	3	1	22	5	0	0	2	0	21	6	2	3	5	2	2	5	3	34	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_UCG-008
4	15	4	1	14	14	9	204	28	35	123	1607	561	30	26	102	65	24	1243	137	349	412	35	16	357	460	4	19	56	46	12	13	7	5	25	0	0	1	0	502	2	0	1	1	6	57	19	47	102	7	44	34	32	19	47	163	225	77	577	57	67	211	158	20	5	15	20	20	5	19	242	5	16	10	87	17	16	2	0	10	404	14	31	16	32	27	4	11	16	43	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	NA
19	27	0	28	77	224	9	0	8	30	0	0	11	18	26	1	101	0	0	0	0	5	70	4	413	13	70	107	144	0	31	14	6	0	0	3	0	0	0	2676	0	0	1	0	0	136	53	22	1	3	176	8	46	22	25	238	0	92	0	296	107	1	1	0	12	105	78	31	243	43	3335	162	18	59	8	37	0	0	0	0	1	1	32	11	1	31	11	0	32	3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae_UCG-001
68	109	28	25	167	116	42	6	21	48	63	14	3	47	39	5	175	0	11	0	2	13	57	16	234	11	30	20	18	2	1	11	35	56	69	0	0	0	0	4089	0	0	1	0	1	122	28	6	3	31	22	50	24	37	251	181	0	119	0	23	15	46	1	55	56	37	15	22	37	20	766	23	46	43	25	24	51	0	1	15	489	4	55	104	147	208	58	131	82	468	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-013
112	81	216	86	237	324	57	3	140	156	55	20	19	67	119	230	118	1	15	2	8	10	346	171	14	36	69	42	109	0	24	92	265	145	110	2	1	1	0	46	2	1	0	0	2	154	85	299	4	96	44	279	122	132	273	216	0	104	1	114	61	5	10	541	66	60	65	44	91	33	598	21	125	111	58	190	224	46	0	48	747	61	72	53	308	191	84	38	66	16	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
18	23	30	7	35	37	45	351	67	38	516	2213	1521	26	178	36	8	15	833	66	231	119	7	11	41	137	7	11	41	148	3	9	69	21	39	0	0	0	0	8	3	0	0	1	28	36	6	25	9	21	6	37	4	4	67	13	121	1	832	0	3	50	159	55	4	20	19	11	14	0	53	7	10	21	26	18	14	6	49	9	72	3	45	37	75	44	17	24	21	302	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group
0	0	122	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	1	0	87	0	1933	10	41	368	0	1	0	0	0	0	0	26	0	2	0	1	1	0	25	0	0	0	1	0	353	0	46	1	0	0	0	0	0	0	0	0	0	2761	146	2068	310	797	162	0	0	0	0	0	0	0	2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	1	2690	0	0	370	103	1	0	5	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	3	1	0	2	0	0	0	1	0	0	1	1	0	0	0	0	0	2	5898	0	2	0	1	1	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
9	17	282	6	39	53	11	0	20	13	27	21	5	28	44	81	73	1	2	4	0	30	35	42	13	279	8	65	28	0	273	110	6	7	9	1	0	0	1	889	1	2	3	0	0	104	45	38	0	12	206	52	90	37	20	273	3	236	0	240	44	34	49	763	47	51	153	47	40	51	2214	140	202	105	304	56	20	54	3	68	140	184	48	36	51	50	9	79	36	27	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-005
1	0	0	0	0	0	0	2	0	0	0	2	2	0	0	0	0	0	1	0	0	0	2	2	0	0	0	0	1	0	0	0	0	3	0	45	1303	3948	105	0	1750	623	484	104	2	1	0	2	0	0	1	0	0	0	1	0	0	0	0	0	2	0	3	0	0	0	0	1	2	1	0	0	0	0	0	1	0	1	452	2	2	0	0	0	1	0	0	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae_RC9_gut_group
84	34	582	14	136	206	19	2	17	67	18	116	16	38	97	13	141	1	1	0	4	23	138	10	58	23	2	26	107	2	11	1	40	95	54	0	0	2	0	3	1	1	0	0	1	170	39	34	0	33	27	223	32	63	53	143	3	92	0	34	35	2	19	1530	84	88	26	37	54	13	561	54	95	56	44	52	9	187	2	21	1347	344	80	181	261	305	92	41	34	15	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-010
6	7	0	2	7	8	1	25	13	6	83	784	396	1	10	38	5	207	1417	409	293	1099	9	1	52	81	2	0	6	277	0	4	14	3	14	0	0	0	0	91	0	3	0	0	9	6	4	3	544	1	3	2	23	1	11	8	347	1	469	17	11	191	1190	0	0	4	0	3	4	4	279	7	2	7	32	14	1	0	0	2	1	1	20	18	25	14	2	10	4	74	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Candidatus_Saccharimonas
0	0	0	0	1	0	0	1	0	0	0	4	0	1	0	0	1	0	1	0	0	0	2	3	0	0	0	3	1	0	0	4	0	0	1	3053	36	706	107	0	1033	1138	19	1000	0	0	0	4	1	2	2	1	0	0	0	0	0	0	0	1	0	0	2	0	1	1	4	1	0	0	0	0	0	1	0	1	0	1	1587	0	0	0	0	1	0	0	0	0	0	1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
0	0	1	0	0	0	0	2	0	1	0	1	0	0	0	0	2	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1810	1009	768	0	13	2754	480	1097	0	0	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	735	0	4	0	0	0	1	0	0	0	1	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
25	46	50	12	80	59	8	7	13	7	3	7	2	445	75	30	77	2	104	3	16	29	96	115	57	718	11	80	342	2	13	10	4	12	2	19	32	34	261	595	87	131	341	87	1	14	3	12	7	2	221	13	118	16	431	76	1	49	0	38	100	20	85	140	43	28	2	12	16	8	996	50	11	28	105	35	60	32	71	59	1066	143	19	10	48	98	14	38	38	75	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-013
101	70	423	49	229	233	64	42	102	98	107	62	25	63	67	60	66	1	7	1	3	7	28	17	62	171	14	54	39	0	26	41	154	156	126	0	0	0	1	1	0	1	2	0	3	115	66	64	1	99	36	103	21	38	218	108	0	20	0	37	25	29	8	1169	34	39	52	31	29	19	570	43	20	31	55	86	19	185	3	72	1416	24	104	69	154	145	73	109	116	114	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-005
47	18	260	14	58	38	36	45	48	24	76	235	93	39	117	137	42	0	99	7	42	57	122	56	86	1522	13	31	93	24	87	102	73	41	95	0	0	0	0	340	1	1	1	0	55	89	34	52	31	20	107	32	177	14	119	81	21	48	36	98	98	248	79	682	40	35	50	11	79	54	365	79	84	65	289	89	68	56	3	63	254	51	17	26	54	33	18	46	41	36	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group
78	134	35	38	199	161	25	1	31	79	125	41	36	87	111	7	201	0	2	0	1	16	75	24	34	438	9	68	28	0	6	178	130	145	143	12	1	71	0	9	2	0	0	0	2	228	179	21	2	128	151	49	113	47	166	517	2	93	1	20	325	354	39	139	10	66	32	16	13	32	1088	161	24	64	238	60	2	13	0	52	25	102	72	75	91	161	70	55	161	268	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
116	15	54	72	65	53	6	1	195	17	3	37	17	18	121	0	127	0	0	0	0	0	37	0	606	0	9	2	19	0	0	0	0	0	17	0	0	2	0	773	1	0	1	1	0	60	4	1	2	0	30	10	47	19	100	124	0	61	1	1	0	1	0	124	0	27	20	33	9	7	567	20	28	46	71	0	2	44	0	127	3628	318	11	72	151	12	16	4	99	8	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	NA
23	46	3	15	17	77	5	0	17	17	26	6	0	31	60	35	135	0	0	1	1	0	54	26	1169	1658	10	91	38	0	37	153	5	9	27	1	0	1	0	1523	0	0	7	2	0	77	1	0	0	28	54	115	69	16	129	127	1	33	1	129	560	54	3	4	28	62	38	15	25	18	341	142	77	19	351	51	2	2	2	1	1	1	14	9	94	67	16	67	11	32	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	NA
78	106	133	41	72	164	27	56	77	84	80	793	1219	85	35	0	4	0	75	1	61	211	1	28	1	33	35	65	39	780	2	10	66	112	155	2	1	1	0	0	0	0	14	0	27	18	27	19	2	35	1	135	23	24	198	35	21	19	46	0	86	252	55	517	10	29	15	8	19	10	0	69	0	16	0	43	157	32	0	51	556	40	20	44	46	73	26	0	47	570	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales	NA	NA
2	2	152	0	2	0	4	12	4	23	13	79	58	3	8	6	27	5	64	3	35	304	26	57	82	391	14	17	63	9	72	77	2	6	8	62	16	26	148	24	2	21	88	18	2	12	17	12	49	5	196	7	136	28	7	53	2	185	1	290	58	99	218	435	25	46	52	21	18	188	722	93	11	25	6	5	24	101	386	32	2238	141	8	21	11	16	4	2	1	3	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014
0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	552	1	1871	0	0	220	132	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	5223	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
38	64	2	27	80	63	23	0	65	72	9	69	33	58	226	178	187	0	9	1	0	31	231	369	67	271	124	116	133	0	56	348	26	110	80	1	0	0	1	2	0	0	0	0	0	185	45	50	0	83	60	126	332	116	58	141	0	140	0	193	551	5	36	2	162	203	108	49	57	118	579	102	294	139	190	238	0	1	0	0	1	1	6	31	147	92	12	8	76	1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae_RC9_gut_group
6	5	8	2	13	24	1	0	59	46	13	19	0	19	96	130	13	0	22	0	0	18	65	108	32	662	43	14	467	4	121	146	0	2	3	0	2	1	0	187	0	0	0	1	0	1016	17	160	2	6	133	4	133	76	20	137	0	176	0	129	126	22	91	36	234	155	67	112	177	54	628	35	160	71	33	129	0	311	2	1	71	640	23	23	240	52	15	10	10	8	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema_2
11	31	7	16	15	91	3	0	8	10	1	12	0	63	32	8	49	1	2	0	0	173	13	46	10	37	3	195	26	1	41	83	5	20	4	1	0	0	0	2502	0	0	490	0	0	55	4	37	0	13	35	63	21	7	18	18	0	30	1	27	20	4	2	43	28	41	24	18	6	19	533	23	17	23	17	24	194	18	0	82	2164	27	10	8	144	25	1	0	27	7	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
